agent_id,comparison_id,decision_before,decision_after,changed,utility_A,utility_B,utility_A_norm,utility_B_norm,penalty_A,penalty_B,v1_A,v2_A,v3_A,v1_B,v2_B,v3_B
12063,12063_0,1,1,0,-0.35768726959968355,-0.6899378398615186,-0.35768726959968355,-0.6899378398615186,0.0,0.0,-0.6,-0.1,-0.51666665,-0.43333334,-0.13333334,-1.0333333
12083,12083_0,0,0,0,-0.7208607905733136,-0.5866146660126859,-1.2208607905733135,-1.0866146660126859,0.5,0.5,-0.95,-0.33333334,-1.0333333,-0.71666664,-0.36666667,-0.25416666
12083,12083_0,0,0,0,-0.695632594788443,-0.6237723760511508,-1.195632594788443,-1.1237723760511509,0.5,0.5,-0.9,-0.35,-1.0166667,-0.71666664,-0.46666667,-1.0166667
12083,12083_0,0,0,0,-0.6894396455925461,-0.5656672569729374,-1.1894396455925462,-1.0656672569729375,0.5,0.5,-0.9,-0.33333334,-1.0,-0.68333334,-0.36666667,-0.51666665
12083,12083_0,0,0,0,-0.7653197250950187,-0.6566025080062285,-1.2653197250950186,-1.1566025080062285,0.5,0.5,-1.0,-0.36842105,-0.5263158,-0.75438595,-0.49122807,-0.2677747
12083,12083_0,0,0,0,-0.7653197250950187,-0.5909331573179781,-1.2653197250950186,-1.0909331573179781,0.5,0.5,-1.0,-0.36842105,-0.544783,-0.7017544,-0.40350878,-0.2677747
12083,12083_0,1,1,0,-0.6394322185509216,-0.7758741311063293,-1.1394322185509216,-1.2758741311063293,0.5,0.5,-0.6984127,-0.53968257,-0.49130765,-1.0,-0.3968254,-0.24565382
12083,12083_0,0,0,0,-0.7522819355540812,-0.6103766300009166,-1.2522819355540813,-1.1103766300009166,0.5,0.5,-1.0,-0.33333334,-0.24565382,-0.74603176,-0.3809524,-0.95238096
12083,12083_0,0,0,0,-0.7475181276228288,-0.613495979767802,-1.2475181276228287,-1.113495979767802,0.5,0.5,-1.0,-0.32051283,-0.3846154,-0.75641024,-0.37179488,-0.19477318
12083,12083_0,0,0,0,-0.7660440440525694,-0.600487845387857,-1.2660440440525695,-1.100487845387857,0.5,0.5,-1.0,-0.37037036,-0.28292182,-0.7037037,-0.42592594,-0.56584364
12359,12359_0,0,0,0,-0.44906194598705174,-0.43518769301700644,-0.9490619459870517,-0.9351876930170064,0.5,0.5,-0.74285716,-0.34285715,-0.45306122,-1.0,-0.2857143,-0.4408163
12359,12359_0,1,1,0,-0.9685489161042173,-1.0018822171929087,-0.9685489161042173,-1.0018822171929087,0.0,0.0,-0.45,-0.13333334,-1.0,-0.31666666,-0.16666667,-1.0333333
12359,12359_0,0,0,0,-0.9697585730654714,-0.24758068607749187,-0.9697585730654714,-0.24758068607749187,0.0,0.0,-0.48333332,-0.16666667,-1.0,-0.33333334,-0.18333334,-0.25
12359,12359_0,1,1,0,-0.3876058759680889,-0.39804044388137916,-0.8876058759680889,-0.8980404438813792,0.5,0.5,-1.0,-0.20512821,-0.3944773,-0.7948718,-0.23076923,-0.40433925
12359,12359_0,0,0,0,-1.0018822171929087,-0.48669377233751393,-1.0018822171929087,-0.48669377233751393,0.0,0.0,-0.43333334,-0.16666667,-1.0333333,-0.5833333,-0.13333334,-0.5
12359,12359_0,0,0,0,-1.0079305027249732,-0.507594222972043,-1.5079305027249732,-1.0075942229720432,0.5,0.5,-0.7,-0.33333334,-1.0333333,-0.96666664,-0.26666668,-0.51666665
12359,12359_0,0,0,0,-0.9431585472949878,-0.4930600839769894,-1.443158547294988,-0.9930600839769894,0.5,0.5,-1.0,-0.29032257,-0.9677419,-0.8064516,-0.32258064,-0.4994797
12359,12359_0,0,0,0,-0.8815343183027531,-0.8364058914995035,-1.381534318302753,-1.3364058914995036,0.5,0.5,-1.0,-0.22857143,-0.90612245,-0.8,-0.2857143,-0.85714287
12359,12359_0,1,1,0,-0.2503864818599946,-0.9846107863534505,-0.2503864818599946,-0.9846107863534505,0.0,0.0,-0.4,-0.15,-0.25416666,-0.51666665,-0.13333334,-1.0166667
12375,12375_0,0,0,0,-0.9206711866949654,-0.8668538398372552,-0.9206711866949654,-0.8668538398372552,0.0,0.0,-0.6666667,-0.06666667,-1.0333333,-0.56666666,-0.1,-1.0
12375,12375_0,1,1,0,-0.25065182087801874,-0.7439496969581582,-0.25065182087801874,-0.7439496969581582,0.0,0.0,-0.23333333,-0.033333335,-0.25833333,-0.16666667,-0.05,-1.0
12375,12375_0,1,1,0,-0.48212329201738285,-0.8361278064219336,-0.48212329201738285,-0.8361278064219336,0.0,0.0,-0.36666667,-0.1,-0.53333336,-0.46666667,-0.06666667,-1.0
12375,12375_0,0,0,0,-0.8028880355583722,-0.7811004100172282,-0.8028880355583722,-0.7811004100172282,0.0,0.0,-0.28333333,-0.05,-1.0333333,-0.25,-0.06666667,-1.0166667
12375,12375_0,0,0,0,-0.7644337192350391,-0.40270088650330604,-0.7644337192350391,-0.40270088650330604,0.0,0.0,-0.23333333,-0.05,-1.0,-0.18333334,-0.06666667,-0.5
12375,12375_0,0,0,0,-0.7657373917732656,-0.2477654034225501,-0.7657373917732656,-0.2477654034225501,0.0,0.0,-0.2,-0.05,-1.0166667,-0.23333333,-0.033333335,-0.25416666
12375,12375_0,0,0,0,-0.7439496969581582,-0.2448789928944779,-0.7439496969581582,-0.2448789928944779,0.0,0.0,-0.16666667,-0.05,-1.0,-0.23333333,-0.033333335,-0.25
12375,12375_0,0,0,0,-0.7439496969581582,-0.4238367088760167,-0.7439496969581582,-0.4238367088760167,0.0,0.0,-0.16666667,-0.05,-1.0,-0.23333333,-0.033333335,-0.5083333
12375,12375_0,1,1,0,-0.42960955071435025,-0.795159758795568,-0.42960955071435025,-0.795159758795568,0.0,0.0,-0.23333333,-0.05,-0.51666665,-0.33333334,-0.033333335,-1.0
12407,12407_0,1,1,0,-0.48429853254964406,-0.9936217613918847,-0.48429853254964406,-0.9936217613918847,0.0,0.0,-0.3,-0.13333334,-0.5,-0.2,-0.16666667,-1.0333333
12407,12407_0,1,1,0,-0.48845374263119523,-0.9896601229168884,-0.48845374263119523,-0.9896601229168884,0.0,0.0,-0.13333334,-0.06666667,-0.5083333,-0.1,-0.083333336,-1.0333333
12407,12407_0,0,1,1,-1.0936716918054683,-0.9676360976420486,-1.0936716918054683,-1.4676360976420486,0.0,0.5,-0.6666667,-0.2,-1.1333333,-0.46666667,-0.26666668,-1.0
12407,12407_0,0,0,0,-0.9925656382325645,-0.9615848250145503,-0.9925656382325645,-0.9615848250145503,0.0,0.0,-0.23333333,-0.13333334,-1.0333333,-0.16666667,-0.16666667,-1.0
12407,12407_0,0,0,0,-0.9949181263974967,-0.4840582907754249,-0.9949181263974967,-0.4840582907754249,0.0,0.0,-0.2,-0.2,-1.0333333,-0.26666668,-0.13333334,-0.5
12407,12407_0,0,0,0,-1.096935217402966,-1.0948229711563982,-1.596935217402966,-1.5948229711563982,0.5,0.5,-0.4,-0.33333334,-1.1333333,-0.46666667,-0.26666668,-1.1333333
12407,12407_0,0,0,0,-1.0230660627592645,-0.9923253963862727,-1.0230660627592645,-0.9923253963862727,0.0,0.0,-0.23333333,-0.1,-1.0666667,-0.2,-0.13333334,-1.0333333
12407,12407_0,1,1,0,-0.2424370860110451,-0.9732337617639418,-0.2424370860110451,-0.9732337617639418,0.0,0.0,-0.1,-0.083333336,-0.25,-0.11666667,-0.06666667,-1.0166667
12407,12407_0,0,0,0,-1.097415701167622,-1.031710066003114,-1.597415701167622,-1.531710066003114,0.5,0.5,-0.46666667,-0.33333334,-1.1333333,-0.53333336,-0.26666668,-1.0666667
12409,12409_0,0,0,0,-0.3648565070417233,-0.17679666232802765,-0.3648565070417233,-0.17679666232802765,0.0,0.0,-0.13333334,-0.13333334,-1.0333333,-0.1,-0.15,-0.25416666
12409,12409_0,1,1,0,-0.37294825341281024,-0.41008585467216346,-0.37294825341281024,-0.41008585467216346,0.0,0.0,-0.11666667,-0.15,-1.0166667,-0.1,-0.2,-1.0166667
12409,12409_0,0,0,0,-0.35628158312289127,-0.24432425314394357,-0.35628158312289127,-0.24432425314394357,0.0,0.0,-0.11666667,-0.13333334,-1.0,-0.083333336,-0.15,-0.51666665
12409,12409_0,0,0,0,-0.4800735823690551,-0.43001225944070964,-0.9800735823690552,-0.9300122594407096,0.5,0.5,-0.26666668,-0.3,-1.0,-0.2,-0.4,-0.51666665
12409,12409_0,1,1,0,-0.3804954627132522,-0.4972234559315167,-0.8804954627132522,-0.9972234559315167,0.5,0.5,-0.16666667,-0.33333334,-0.51666665,-0.26666668,-0.3,-1.0666667
12409,12409_0,1,1,0,-0.38478294010754666,-0.6210154626052008,-0.8847829401075467,-1.1210154626052007,0.5,0.5,-0.26666668,-0.33333334,-0.53333336,-0.2,-0.46666667,-1.0666667
12409,12409_0,1,1,0,-0.1778685297472415,-0.38103998148662,-0.1778685297472415,-0.38103998148662,0.0,0.0,-0.13333334,-0.15,-0.25833333,-0.1,-0.16666667,-1.0
12409,12409_0,1,1,0,-0.43001225944070964,-0.5048319881603041,-0.9300122594407096,-1.004831988160304,0.5,0.5,-0.26666668,-0.4,-0.51666665,-0.33333334,-0.33333334,-1.0
12409,12409_0,1,1,0,-0.33097866598579473,-0.48864850628788714,-0.8309786659857947,-0.9886485062878871,0.5,0.5,-0.23333333,-0.26666668,-0.51666665,-0.16666667,-0.3,-1.0333333
12423,12423_0,0,0,0,-1.0,-0.85106385,-1.0,-0.85106385,0.0,0.0,-1.0,-0.12765957,-0.65187865,-0.85106385,-0.14893617,-0.63829786
12423,12423_0,1,1,0,-0.4,-0.53333336,-0.4,-0.53333336,0.0,0.0,-0.4,-0.11666667,-1.0,-0.53333336,-0.1,-0.25833333
12423,12423_0,1,0,1,-0.875,-1.0,-1.375,-1.0,0.5,0.0,-0.875,-0.25,-0.49804688,-1.0,-0.1875,-0.9375
12423,12423_0,1,1,0,-0.5833333,-0.68333334,-0.5833333,-0.68333334,0.0,0.0,-0.5833333,-0.15,-1.0166667,-0.68333334,-0.13333334,-1.0333333
12423,12423_0,1,1,0,-0.45,-0.56666666,-0.45,-0.56666666,0.0,0.0,-0.45,-0.15,-0.5,-0.56666666,-0.13333334,-1.0
12423,12423_0,1,1,0,-0.48333332,-0.56666666,-0.48333332,-0.56666666,0.0,0.0,-0.48333332,-0.11666667,-1.0166667,-0.56666666,-0.1,-0.25416666
12423,12423_0,0,0,0,-0.56666666,-0.4,-0.56666666,-0.4,0.0,0.0,-0.56666666,-0.1,-0.25,-0.4,-0.11666667,-1.0
12423,12423_0,1,1,0,-0.4,-0.56666666,-0.4,-0.56666666,0.0,0.0,-0.4,-0.13333334,-1.0,-0.56666666,-0.11666667,-0.5083333
12423,12423_0,0,0,0,-0.78333336,-0.55,-0.78333336,-0.55,0.0,0.0,-0.78333336,-0.1,-1.0,-0.55,-0.11666667,-0.51666665
12445,12445_0,0,0,0,-0.8585550936115377,-0.41879264016000595,-0.8585550936115377,-0.41879264016000595,0.0,0.0,-1.0,-0.1625,-0.76875,-0.75,-0.175,-0.18984374
12445,12445_0,1,0,1,-0.7911927699461321,-0.876870309468097,-1.291192769946132,-0.876870309468097,0.5,0.0,-0.7894737,-0.23684211,-0.7998615,-1.0,-0.18421052,-0.7998615
12445,12445_0,1,1,0,-0.5444203772655708,-0.8707086557331947,-0.5444203772655708,-0.8707086557331947,0.0,0.0,-0.75,-0.18421052,-0.40512466,-1.0,-0.17105263,-0.7894737
12445,12445_0,1,0,1,-0.41918524058346823,-0.6290116895116045,-0.9191852405834682,-0.6290116895116045,0.5,0.0,-0.75,-0.225,-0.18984374,-1.0,-0.175,-0.375
12445,12445_0,1,1,0,-0.39844422296943516,-0.6344793455641234,-0.39844422296943516,-0.6344793455641234,0.0,0.0,-0.7,-0.1875,-0.18984374,-1.0,-0.175,-0.384375
12445,12445_0,1,0,1,-0.49341628317012415,-0.5121194941397832,-0.9934162831701241,-0.5121194941397832,0.5,0.0,-0.70454544,-0.25,-0.348657,-1.0,-0.19318181,-0.1743285
12445,12445_0,0,0,0,-0.7057738709287004,-0.5118518120257389,-0.7057738709287004,-0.5118518120257389,0.0,0.0,-0.75,-0.18181819,-0.6818182,-1.0,-0.1590909,-0.1743285
12445,12445_0,1,1,0,-0.3900006277882989,-0.5706743151916104,-0.3900006277882989,-0.5706743151916104,0.0,0.0,-0.7522936,-0.17431192,-0.1388772,-1.0,-0.1559633,-0.27522936
12445,12445_0,1,1,0,-0.5199718238494411,-0.526897584956141,-0.5199718238494411,-0.526897584956141,0.0,0.0,-0.69736844,-0.19736843,-0.39993075,-1.0,-0.17105263,-0.19996537
12505,12505_0,1,0,1,-0.85714287,-1.0,-1.3571428700000001,-1.0,0.5,0.0,-0.85714287,-0.22857143,-0.42857143,-1.0,-0.2,-0.43469387
12505,12505_0,1,1,0,-0.6,-0.81666666,-1.1,-1.31666666,0.5,0.5,-0.6,-0.26666668,-1.0,-0.81666666,-0.23333333,-0.25833333
12505,12505_0,0,0,0,-1.0,-0.8367347,-1.5,-1.3367347,0.5,0.5,-1.0,-0.2857143,-0.6122449,-0.8367347,-0.3469388,-0.31861725
12505,12505_0,0,0,0,-1.0,-0.8548387,-1.5,-1.3548387,0.5,0.5,-1.0,-0.27419356,-0.9989594,-0.8548387,-0.30645162,-0.9833507
12505,12505_0,1,1,0,-0.68333334,-0.85,-1.18333334,-1.35,0.5,0.5,-0.68333334,-0.35,-0.5,-0.85,-0.3,-1.0
12505,12505_0,0,0,0,-0.85,-0.73333335,-1.35,-1.23333335,0.5,0.5,-0.85,-0.23333333,-0.25416666,-0.73333335,-0.26666668,-1.0166667
12505,12505_0,0,0,0,-0.85,-0.6,-1.35,-1.1,0.5,0.5,-0.85,-0.23333333,-0.25,-0.6,-0.26666668,-1.0
12505,12505_0,1,1,0,-0.6,-0.85,-1.1,-1.35,0.5,0.5,-0.6,-0.28333333,-1.0,-0.85,-0.26666668,-0.5083333
12505,12505_0,0,1,1,-1.0,-0.7,-1.0,-1.2,0.0,0.5,-1.0,-0.2,-0.85714287,-0.7,-0.22857143,-0.4408163
12534,12534_0,1,0,1,-0.84745765,-1.0,-1.34745765,-1.0,0.5,0.0,-0.84745765,-0.22033899,-0.16949153,-1.0,-0.19774011,-0.17044911
12534,12534_0,1,1,0,-0.75409836,-1.0,-1.25409836,-1.5,0.5,0.5,-0.75409836,-0.33606556,-0.4918033,-1.0,-0.28688523,-0.124966405
12534,12534_0,1,1,0,-0.852459,-1.0,-1.352459,-1.5,0.5,0.5,-0.852459,-0.352459,-0.124966405,-1.0,-0.28688523,-0.24590164
12534,12534_0,1,1,0,-0.8525641,-1.0,-1.3525641,-1.5,0.5,0.5,-0.8525641,-0.30128205,-0.38708088,-1.0,-0.27564102,-0.38954636
12534,12534_0,1,1,0,-0.79844964,-1.0,-1.2984496399999998,-1.5,0.5,0.5,-0.79844964,-0.39534885,-0.23255815,-1.0,-0.3488372,-0.4651163
12534,12534_0,1,1,0,-0.85271317,-1.0,-1.35271317,-1.5,0.5,0.5,-0.85271317,-0.30232558,-0.46872184,-1.0,-0.2635659,-0.11718046
12534,12534_0,0,0,0,-1.0,-0.6976744,-1.5,-1.1976744,0.5,0.5,-1.0,-0.2635659,-0.11627907,-0.6976744,-0.31007752,-0.4651163
12534,12534_0,0,0,0,-1.0,-0.6976744,-1.5,-1.1976744,0.5,0.5,-1.0,-0.30232558,-0.23436092,-0.6976744,-0.33333334,-0.4651163
12534,12534_0,0,1,1,-1.0,-0.700565,-1.0,-1.200565,0.0,0.5,-1.0,-0.19774011,-0.33898306,-0.700565,-0.23163842,-0.17140669
12640,12640_0,1,1,0,-0.7022290484923364,-0.7330209465757942,-1.2022290484923364,-1.2330209465757942,0.5,0.5,-0.9074074,-0.9074074,-0.56584364,-0.7777778,-1.0,-0.5555556
12640,12640_0,0,0,0,-0.9800351465137378,-0.48127419259893767,-1.4800351465137378,-0.9812741925989377,0.5,0.5,-0.43333334,-0.95,-1.0,-0.56666666,-0.81666666,-0.25833333
12640,12640_0,1,1,0,-0.5571951388140801,-0.6370617926221922,-1.0571951388140801,-1.1370617926221922,0.5,0.5,-0.4915254,-1.0,-0.2628555,-0.5762712,-0.8305085,-0.5084746
12640,12640_0,1,1,0,-0.9256392184567657,-0.9536647974943446,-1.4256392184567657,-1.4536647974943446,0.5,0.5,-0.6666667,-0.90909094,-0.93663913,-0.56060606,-1.0,-0.92286503
12640,12640_0,0,0,0,-0.8444248941434138,-0.6495899533350394,-1.3444248941434138,-1.1495899533350395,0.5,0.5,-0.5,-0.8611111,-0.8333333,-0.4027778,-1.0,-0.41666666
12640,12640_0,1,1,0,-0.46546137270617727,-0.9700820285554859,-0.9654613727061773,-1.4700820285554859,0.5,0.5,-0.6,-0.78333336,-0.25416666,-0.51666665,-0.9,-1.0166667
12640,12640_0,1,1,0,-0.4629584478347186,-0.9733801980136307,-0.9629584478347186,-1.4733801980136307,0.5,0.5,-0.6,-0.78333336,-0.25,-0.41666666,-0.93333334,-1.0
12640,12640_0,0,0,0,-1.0,-0.6713796300909458,-1.5,-1.1713796300909458,0.5,0.5,-0.41666666,-1.0,-1.0,-0.6,-0.9166667,-0.5083333
12640,12640_0,1,1,0,-0.6896953868692235,-0.926795534555058,-1.1896953868692235,-1.426795534555058,0.5,0.5,-0.5833333,-0.95,-0.51666665,-0.81666666,-0.81666666,-1.0
12670,12670_0,1,1,0,-0.2522364799848588,-1.0002987719299294,-0.2522364799848588,-1.0002987719299294,0.0,0.0,-0.35,-0.15,-0.25416666,-0.5,-0.13333334,-1.0166667
12670,12670_0,1,1,0,-0.2478381983682181,-1.0012252583964922,-0.2478381983682181,-1.0012252583964922,0.0,0.0,-0.56666666,-0.13333334,-0.25,-0.41666666,-0.18333334,-1.0166667
12670,12670_0,1,1,0,-0.4928969371514502,-1.0166565443430569,-0.4928969371514502,-1.0166565443430569,0.0,0.0,-0.41666666,-0.11666667,-0.5,-0.36666667,-0.13333334,-1.0333333
12670,12670_0,0,0,0,-0.9836320724858212,-0.2481470270668742,-0.9836320724858212,-0.2481470270668742,0.0,0.0,-0.45,-0.11666667,-1.0,-0.38333333,-0.15,-0.25
12670,12670_0,1,1,0,-0.4956763967364362,-0.4962940541337484,-0.9956763967364362,-0.9962940541337484,0.5,0.5,-1.0,-0.26666668,-0.5,-0.9,-0.3,-0.5
12670,12670_0,0,0,0,-1.0197448324414018,-0.4956763967364362,-1.5197448324414018,-0.9956763967364362,0.5,0.5,-0.8333333,-0.3,-1.0333333,-0.9,-0.26666668,-0.5
12670,12670_0,0,0,0,-0.6426634379525977,-0.6419222487793474,-1.1426634379525977,-1.1419222487793474,0.5,0.5,-0.8,-0.36,-0.648,-1.0,-0.32,-0.648
12670,12670_0,1,1,0,-0.5098724162207009,-1.0166565443430569,-0.5098724162207009,-1.0166565443430569,0.0,0.0,-0.31666666,-0.15,-0.51666665,-0.41666666,-0.13333334,-1.0333333
12670,12670_0,0,0,0,-1.053078231329618,-0.5145048485535153,-1.553078231329618,-1.0145048485535153,0.5,0.5,-0.76666665,-0.33333334,-1.0666667,-0.53333336,-0.4,-0.51666665
