agent_id,comparison_id,choice,v1_A,v2_A,v3_A,v1_B,v2_B,v3_B,pref_v1,pref_v2,pref_v3
12083,12083_0,2,-1.0,-0.37037036,-0.28292182,-0.7037037,-0.42592594,-0.56584364,0.0,1.0,1.0
12359,12359_0,2,-0.74285716,-0.34285715,-0.45306122,-1.0,-0.2857143,-0.4408163,1.0,0.0,0.0
12359,12359_0,1,-0.45,-0.13333334,-1.0,-0.31666666,-0.16666667,-1.0333333,0.0,1.0,1.0
12359,12359_0,2,-0.48333332,-0.16666667,-1.0,-0.33333334,-0.18333334,-0.25,0.0,1.0,0.0
12359,12359_0,1,-1.0,-0.20512821,-0.3944773,-0.7948718,-0.23076923,-0.40433925,0.0,1.0,1.0
12359,12359_0,2,-0.43333334,-0.16666667,-1.0333333,-0.5833333,-0.13333334,-0.5,1.0,0.0,0.0
12359,12359_0,2,-0.7,-0.33333334,-1.0333333,-0.96666664,-0.26666668,-0.51666665,1.0,0.0,0.0
12359,12359_0,2,-1.0,-0.29032257,-0.9677419,-0.8064516,-0.32258064,-0.4994797,0.0,1.0,0.5
12359,12359_0,2,-1.0,-0.22857143,-0.90612245,-0.8,-0.2857143,-0.85714287,0.0,1.0,0.0
12359,12359_0,1,-0.4,-0.15,-0.25416666,-0.51666665,-0.13333334,-1.0166667,1.0,0.0,1.0
12375,12375_0,2,-0.6666667,-0.06666667,-1.0333333,-0.56666666,-0.1,-1.0,0.0,1.0,0.0
12375,12375_0,2,-0.23333333,-0.033333335,-0.25833333,-0.16666667,-0.05,-1.0,0.0,1.0,0.5
12375,12375_0,1,-0.36666667,-0.1,-0.53333336,-0.46666667,-0.06666667,-1.0,1.0,0.0,0.5
12375,12375_0,2,-0.28333333,-0.05,-1.0333333,-0.25,-0.06666667,-1.0166667,0.0,1.0,0.0
12375,12375_0,2,-0.23333333,-0.05,-1.0,-0.18333334,-0.06666667,-0.5,0.0,1.0,0.0
12375,12375_0,2,-0.2,-0.05,-1.0166667,-0.23333333,-0.033333335,-0.25416666,1.0,0.0,0.0
12375,12375_0,2,-0.16666667,-0.05,-1.0,-0.23333333,-0.033333335,-0.25,1.0,0.0,0.0
12375,12375_0,1,-0.16666667,-0.05,-1.0,-0.23333333,-0.033333335,-0.5083333,1.0,0.0,0.5
12375,12375_0,2,-0.23333333,-0.05,-0.51666665,-0.33333334,-0.033333335,-1.0,1.0,0.0,0.5
12407,12407_0,1,-0.3,-0.13333334,-0.5,-0.2,-0.16666667,-1.0333333,0.0,1.0,1.0
12407,12407_0,1,-0.13333334,-0.06666667,-0.5083333,-0.1,-0.083333336,-1.0333333,0.0,1.0,1.0
12407,12407_0,2,-0.6666667,-0.2,-1.1333333,-0.46666667,-0.26666668,-1.0,0.0,1.0,0.0
12407,12407_0,2,-0.23333333,-0.13333334,-1.0333333,-0.16666667,-0.16666667,-1.0,0.0,1.0,0.0
12407,12407_0,2,-0.2,-0.2,-1.0333333,-0.26666668,-0.13333334,-0.5,1.0,0.0,0.0
12407,12407_0,2,-0.4,-0.33333334,-1.1333333,-0.46666667,-0.26666668,-1.1333333,1.0,0.0,0.5
12407,12407_0,2,-0.23333333,-0.1,-1.0666667,-0.2,-0.13333334,-1.0333333,0.0,1.0,0.0
12407,12407_0,1,-0.1,-0.083333336,-0.25,-0.11666667,-0.06666667,-1.0166667,1.0,0.0,1.0
12407,12407_0,2,-0.46666667,-0.33333334,-1.1333333,-0.53333336,-0.26666668,-1.0666667,1.0,0.0,0.0
12409,12409_0,2,-0.13333334,-0.13333334,-1.0333333,-0.1,-0.15,-0.25416666,0.0,1.0,0.0
12409,12409_0,1,-0.11666667,-0.15,-1.0166667,-0.1,-0.2,-1.0166667,0.0,1.0,0.5
12409,12409_0,1,-0.11666667,-0.13333334,-1.0,-0.083333336,-0.15,-0.51666665,0.0,1.0,0.5
12409,12409_0,1,-0.26666668,-0.3,-1.0,-0.2,-0.4,-0.51666665,0.0,1.0,0.5
12409,12409_0,1,-0.16666667,-0.33333334,-0.51666665,-0.26666668,-0.3,-1.0666667,1.0,0.0,1.0
12409,12409_0,1,-0.26666668,-0.33333334,-0.53333336,-0.2,-0.46666667,-1.0666667,0.0,1.0,1.0
12409,12409_0,2,-0.13333334,-0.15,-0.25833333,-0.1,-0.16666667,-1.0,0.0,1.0,0.5
12409,12409_0,2,-0.26666668,-0.4,-0.51666665,-0.33333334,-0.33333334,-1.0,1.0,0.0,0.5
12409,12409_0,1,-0.23333333,-0.26666668,-0.51666665,-0.16666667,-0.3,-1.0333333,0.0,1.0,1.0
12423,12423_0,2,-1.0,-0.12765957,-0.65187865,-0.85106385,-0.14893617,-0.63829786,0.0,1.0,0.0
12423,12423_0,1,-0.4,-0.11666667,-1.0,-0.53333336,-0.1,-0.25833333,1.0,0.0,0.5
12423,12423_0,2,-0.875,-0.25,-0.49804688,-1.0,-0.1875,-0.9375,1.0,0.0,0.5
12423,12423_0,1,-0.5833333,-0.15,-1.0166667,-0.68333334,-0.13333334,-1.0333333,1.0,0.0,1.0
12423,12423_0,1,-0.45,-0.15,-0.5,-0.56666666,-0.13333334,-1.0,1.0,0.0,1.0
12423,12423_0,1,-0.48333332,-0.11666667,-1.0166667,-0.56666666,-0.1,-0.25416666,1.0,0.0,0.0
12423,12423_0,2,-0.56666666,-0.1,-0.25,-0.4,-0.11666667,-1.0,0.0,1.0,1.0
12423,12423_0,1,-0.4,-0.13333334,-1.0,-0.56666666,-0.11666667,-0.5083333,1.0,0.0,0.5
12423,12423_0,1,-0.78333336,-0.1,-1.0,-0.55,-0.11666667,-0.51666665,0.0,1.0,0.5
12445,12445_0,2,-1.0,-0.1625,-0.76875,-0.75,-0.175,-0.18984374,0.0,1.0,0.0
12445,12445_0,1,-0.7894737,-0.23684211,-0.7998615,-1.0,-0.18421052,-0.7998615,1.0,0.0,0.5
12445,12445_0,1,-0.75,-0.18421052,-0.40512466,-1.0,-0.17105263,-0.7894737,1.0,0.0,0.5
12445,12445_0,2,-0.75,-0.225,-0.18984374,-1.0,-0.175,-0.375,1.0,0.0,0.5
12445,12445_0,1,-0.7,-0.1875,-0.18984374,-1.0,-0.175,-0.384375,1.0,0.0,1.0
12445,12445_0,2,-0.70454544,-0.25,-0.348657,-1.0,-0.19318181,-0.1743285,1.0,0.0,0.0
12445,12445_0,1,-0.75,-0.18181819,-0.6818182,-1.0,-0.1590909,-0.1743285,1.0,0.0,0.5
12445,12445_0,1,-0.7522936,-0.17431192,-0.1388772,-1.0,-0.1559633,-0.27522936,1.0,0.0,0.5
12445,12445_0,2,-0.69736844,-0.19736843,-0.39993075,-1.0,-0.17105263,-0.19996537,1.0,0.0,0.0
12505,12505_0,1,-0.85714287,-0.22857143,-0.42857143,-1.0,-0.2,-0.43469387,1.0,0.0,1.0
12505,12505_0,1,-0.6,-0.26666668,-1.0,-0.81666666,-0.23333333,-0.25833333,1.0,0.0,0.5
12505,12505_0,1,-1.0,-0.2857143,-0.6122449,-0.8367347,-0.3469388,-0.31861725,0.0,1.0,0.5
12505,12505_0,2,-1.0,-0.27419356,-0.9989594,-0.8548387,-0.30645162,-0.9833507,0.0,1.0,0.0
12505,12505_0,1,-0.68333334,-0.35,-0.5,-0.85,-0.3,-1.0,1.0,0.0,1.0
12505,12505_0,1,-0.85,-0.23333333,-0.25416666,-0.73333335,-0.26666668,-1.0166667,0.0,1.0,1.0
12505,12505_0,2,-0.85,-0.23333333,-0.25,-0.6,-0.26666668,-1.0,0.0,1.0,1.0
12505,12505_0,1,-0.6,-0.28333333,-1.0,-0.85,-0.26666668,-0.5083333,1.0,0.0,0.5
12505,12505_0,2,-1.0,-0.2,-0.85714287,-0.7,-0.22857143,-0.4408163,0.0,1.0,0.5
12534,12534_0,1,-0.84745765,-0.22033899,-0.16949153,-1.0,-0.19774011,-0.17044911,1.0,0.0,1.0
12534,12534_0,1,-0.75409836,-0.33606556,-0.4918033,-1.0,-0.28688523,-0.124966405,1.0,0.0,0.5
12534,12534_0,1,-0.852459,-0.352459,-0.124966405,-1.0,-0.28688523,-0.24590164,1.0,0.0,0.5
12534,12534_0,1,-0.8525641,-0.30128205,-0.38708088,-1.0,-0.27564102,-0.38954636,1.0,0.0,1.0
12534,12534_0,2,-0.79844964,-0.39534885,-0.23255815,-1.0,-0.3488372,-0.4651163,1.0,0.0,1.0
12534,12534_0,1,-0.85271317,-0.30232558,-0.46872184,-1.0,-0.2635659,-0.11718046,1.0,0.0,0.0
12534,12534_0,1,-1.0,-0.2635659,-0.11627907,-0.6976744,-0.31007752,-0.4651163,0.0,1.0,1.0
12534,12534_0,2,-1.0,-0.30232558,-0.23436092,-0.6976744,-0.33333334,-0.4651163,0.0,1.0,0.5
12534,12534_0,2,-1.0,-0.19774011,-0.33898306,-0.700565,-0.23163842,-0.17140669,0.0,1.0,0.5
12640,12640_0,2,-0.9074074,-0.9074074,-0.56584364,-0.7777778,-1.0,-0.5555556,0.0,1.0,0.0
12640,12640_0,2,-0.43333334,-0.95,-1.0,-0.56666666,-0.81666666,-0.25833333,1.0,0.0,0.5
12640,12640_0,2,-0.4915254,-1.0,-0.2628555,-0.5762712,-0.8305085,-0.5084746,1.0,0.0,0.5
12640,12640_0,2,-0.6666667,-0.90909094,-0.93663913,-0.56060606,-1.0,-0.92286503,0.0,1.0,0.0
12640,12640_0,1,-0.5,-0.8611111,-0.8333333,-0.4027778,-1.0,-0.41666666,0.0,1.0,0.0
12640,12640_0,1,-0.6,-0.78333336,-0.25416666,-0.51666665,-0.9,-1.0166667,0.0,1.0,1.0
12640,12640_0,1,-0.6,-0.78333336,-0.25,-0.41666666,-0.93333334,-1.0,0.0,1.0,1.0
12640,12640_0,2,-0.41666666,-1.0,-1.0,-0.6,-0.9166667,-0.5083333,1.0,0.0,0.5
12640,12640_0,2,-0.5833333,-0.95,-0.51666665,-0.81666666,-0.81666666,-1.0,1.0,0.0,0.5
12670,12670_0,1,-0.35,-0.15,-0.25416666,-0.5,-0.13333334,-1.0166667,1.0,0.0,1.0
12670,12670_0,1,-0.56666666,-0.13333334,-0.25,-0.41666666,-0.18333334,-1.0166667,0.0,1.0,1.0
12670,12670_0,1,-0.41666666,-0.11666667,-0.5,-0.36666667,-0.13333334,-1.0333333,0.0,1.0,1.0
12670,12670_0,2,-0.45,-0.11666667,-1.0,-0.38333333,-0.15,-0.25,0.0,1.0,0.0
12670,12670_0,1,-1.0,-0.26666668,-0.5,-0.9,-0.3,-0.5,0.0,1.0,0.5
12670,12670_0,2,-0.8333333,-0.3,-1.0333333,-0.9,-0.26666668,-0.5,1.0,0.0,0.0
12670,12670_0,2,-0.8,-0.36,-0.648,-1.0,-0.32,-0.648,1.0,0.0,0.5
12670,12670_0,1,-0.31666666,-0.15,-0.51666665,-0.41666666,-0.13333334,-1.0333333,1.0,0.0,1.0
12670,12670_0,2,-0.76666665,-0.33333334,-1.0666667,-0.53333336,-0.4,-0.51666665,0.0,1.0,0.0
12712,12712_0,2,-0.6,-0.6,-1.1333333,-0.8666667,-0.53333336,-1.0666667,1.0,0.0,0.0
12712,12712_0,2,-0.11666667,-0.13333334,-1.0333333,-0.16666667,-0.1,-1.0,1.0,0.0,0.0
12712,12712_0,1,-0.11666667,-0.15,-0.25,-0.16666667,-0.11666667,-1.0,1.0,0.0,1.0
12712,12712_0,1,-0.93333334,-0.4,-1.0666667,-0.73333335,-0.46666667,-1.1333333,0.0,1.0,1.0
12712,12712_0,1,-0.21666667,-0.1,-0.5,-0.15,-0.13333334,-1.0333333,0.0,1.0,1.0
12712,12712_0,1,-0.33333334,-0.2,-0.51666665,-0.26666668,-0.26666668,-1.0333333,0.0,1.0,1.0
12712,12712_0,1,-0.3,-0.26666668,-0.51666665,-0.4,-0.23333333,-1.0,1.0,0.0,0.5
12712,12712_0,2,-0.43333334,-0.2,-1.0666667,-0.33333334,-0.26666668,-1.0,0.0,1.0,0.0
12712,12712_0,1,-0.15,-0.11666667,-0.25416666,-0.2,-0.1,-1.0166667,1.0,0.0,1.0
12713,12713_0,2,-1.0,-0.24193548,-0.48777315,-0.7016129,-0.28225806,-0.12194329,0.0,1.0,0.0
12713,12713_0,2,-0.75,-0.31428573,-0.43163267,-1.0,-0.24285714,-0.10714286,1.0,0.0,0.0
12713,12713_0,2,-0.89320385,-0.32038835,-0.5938354,-1.0,-0.2815534,-0.29126215,1.0,0.0,0.0
12713,12713_0,1,-0.8495575,-0.32743362,-0.13274336,-1.0,-0.25663716,-0.53097343,1.0,0.0,1.0
12713,12713_0,2,-0.9032258,-0.26612905,-0.12096774,-1.0,-0.24193548,-0.12096774,1.0,0.0,0.5
12713,12713_0,1,-1.0,-0.26548672,-0.13274336,-0.9026549,-0.2920354,-0.26783615,0.0,1.0,1.0
12713,12713_0,2,-1.0,-0.29126215,-0.14845885,-0.79611653,-0.34951457,-0.14845885,0.0,1.0,0.5
12713,12713_0,1,-0.74757284,-0.3592233,-0.2969177,-1.0,-0.33009708,-0.5938354,1.0,0.0,1.0
12713,12713_0,2,-1.0,-0.39175257,-0.31565523,-0.7010309,-0.5154639,-0.1562334,0.0,1.0,0.0
12729,12729_0,1,-0.45,-0.15,-0.25416666,-0.6333333,-0.13333334,-1.0166667,1.0,0.0,1.0
12729,12729_0,1,-0.71666664,-0.13333334,-0.25,-0.53333336,-0.18333334,-1.0166667,0.0,1.0,1.0
12729,12729_0,1,-0.51666665,-0.11666667,-0.5,-0.46666667,-0.13333334,-1.0333333,0.0,1.0,1.0
12729,12729_0,1,-0.48333332,-0.15,-0.25,-0.5833333,-0.11666667,-1.0,1.0,0.0,1.0
12729,12729_0,2,-1.0,-0.21052632,-0.39473686,-0.8947368,-0.23684211,-0.39473686,0.0,1.0,0.5
12729,12729_0,2,-0.8857143,-0.25714287,-0.8816326,-1.0,-0.22857143,-0.42857143,1.0,0.0,0.0
12729,12729_0,1,-0.8064516,-0.29032257,-0.51508844,-1.0,-0.2580645,-0.51508844,1.0,0.0,0.5
12729,12729_0,1,-0.4,-0.15,-0.51666665,-0.51666665,-0.13333334,-1.0333333,1.0,0.0,1.0
12729,12729_0,1,-0.7,-0.4,-0.51666665,-1.0,-0.3,-1.0666667,1.0,0.0,1.0
12741,12741_0,2,-1.0,-0.2635659,-0.46872184,-0.6976744,-0.30232558,-0.11718046,0.0,1.0,0.0
12741,12741_0,1,-1.0,-0.26027396,-0.10273973,-0.74657536,-0.33561644,-0.4137737,0.0,1.0,1.0
12741,12741_0,2,-0.9056604,-0.3490566,-0.5767177,-1.0,-0.3018868,-0.28301886,1.0,0.0,0.0
12741,12741_0,2,-0.84745765,-0.3559322,-0.12711865,-1.0,-0.27118644,-0.5084746,1.0,0.0,1.0
12741,12741_0,1,-0.8992248,-0.29457363,-0.11627907,-1.0,-0.2635659,-0.11627907,1.0,0.0,0.5
12741,12741_0,1,-1.0,-0.2881356,-0.12711865,-0.89830506,-0.3220339,-0.25639185,0.0,1.0,1.0
12741,12741_0,2,-0.8018868,-0.38679245,-0.14417942,-1.0,-0.3207547,-0.14417942,1.0,0.0,0.5
12741,12741_0,1,-0.754717,-0.3962264,-0.28835884,-1.0,-0.35849056,-0.5767177,1.0,0.0,1.0
12741,12741_0,2,-0.7029703,-0.55445546,-0.1499853,-1.0,-0.42574257,-0.3029115,1.0,0.0,1.0
12748,12748_0,2,-0.75,-0.59090906,-0.35640496,-1.0,-0.5,-0.348657,1.0,0.0,0.0
12748,12748_0,2,-0.4,-0.38333333,-1.0333333,-0.56666666,-0.3,-1.0,1.0,0.0,0.0
12748,12748_0,2,-0.6,-0.35,-1.0,-0.41666666,-0.4,-0.25,0.0,1.0,0.0
12748,12748_0,1,-1.0,-0.3469388,-0.31236985,-0.81632656,-0.36734694,-0.31861725,0.0,1.0,1.0
12748,12748_0,1,-0.73333335,-0.28333333,-0.5,-0.55,-0.36666667,-1.0333333,0.0,1.0,1.0
12748,12748_0,1,-1.0,-0.5,-0.42824075,-0.75,-0.6388889,-0.8564815,0.0,1.0,1.0
12748,12748_0,1,-1.0,-0.475,-0.75,-0.8,-0.55,-0.384375,0.0,1.0,0.5
12748,12748_0,1,-1.0,-0.38636363,-0.7128099,-0.79545456,-0.5,-0.6818182,0.0,1.0,0.0
12748,12748_0,2,-0.5,-0.33333334,-0.25416666,-0.6666667,-0.28333333,-1.0166667,1.0,0.0,1.0
12901,12901_0,1,-0.6333333,-0.36666667,-1.0,-0.73333335,-0.33333334,-1.0333333,1.0,0.0,1.0
12901,12901_0,1,-0.25,-0.16666667,-0.25833333,-0.18333334,-0.2,-1.0,0.0,1.0,0.5
12901,12901_0,1,-0.5,-0.33333334,-1.0,-0.43333334,-0.43333334,-0.53333336,0.0,1.0,0.5
12901,12901_0,2,-0.33333334,-0.21666667,-1.0333333,-0.28333333,-0.23333333,-1.0166667,0.0,1.0,0.0
12901,12901_0,2,-0.26666668,-0.21666667,-1.0,-0.21666667,-0.25,-0.5,0.0,1.0,0.0
12901,12901_0,2,-0.26666668,-0.16666667,-0.25416666,-0.23333333,-0.18333334,-1.0166667,0.0,1.0,1.0
12901,12901_0,2,-0.18333334,-0.2,-1.0,-0.26666668,-0.16666667,-0.25,1.0,0.0,0.0
12901,12901_0,1,-0.26666668,-0.2,-0.5083333,-0.18333334,-0.21666667,-1.0,0.0,1.0,0.5
12901,12901_0,2,-0.36666667,-0.16666667,-1.0,-0.25,-0.2,-0.51666665,0.0,1.0,0.5
12931,12931_0,1,-0.6938776,-0.47959185,-0.30924615,-1.0,-0.39795917,-0.15306123,1.0,0.0,0.0
12931,12931_0,1,-0.6966292,-0.56179774,-0.6893069,-1.0,-0.505618,-0.34086606,1.0,0.0,0.0
12931,12931_0,2,-1.0,-0.3090909,-0.13884297,-0.7,-0.4181818,-0.13636364,0.0,1.0,0.0
12931,12931_0,1,-0.74025977,-0.6753247,-0.38961038,-1.0,-0.5584416,-0.39467028,1.0,0.0,1.0
12931,12931_0,2,-0.8518519,-0.75308645,-0.37494284,-1.0,-0.5555556,-0.18518518,1.0,0.0,0.0
12931,12931_0,1,-0.84415585,-0.58441556,-0.19986507,-1.0,-0.5064935,-0.19986507,1.0,0.0,0.5
12931,12931_0,2,-1.0,-0.44155845,-0.39973015,-0.8961039,-0.5064935,-0.39467028,0.0,1.0,0.0
12931,12931_0,1,-0.8961039,-0.6883117,-0.19480519,-1.0,-0.5064935,-0.78934056,1.0,0.0,1.0
12931,12931_0,1,-1.0,-0.5308642,-0.18747142,-0.90123457,-0.69135803,-0.18975766,0.0,1.0,1.0
13034,13034_0,2,-1.0,-0.12903225,-0.9989594,-0.87096775,-0.16129032,-0.9677419,0.0,1.0,0.0
13034,13034_0,1,-0.26666668,-0.083333336,-1.0,-0.36666667,-0.06666667,-0.25833333,1.0,0.0,0.5
13034,13034_0,1,-0.73333335,-0.13333334,-1.0,-0.6,-0.16666667,-0.53333336,0.0,1.0,0.5
13034,13034_0,1,-0.38333333,-0.1,-1.0166667,-0.46666667,-0.083333336,-1.0333333,1.0,0.0,1.0
13034,13034_0,1,-0.3,-0.1,-0.5,-0.38333333,-0.083333336,-1.0,1.0,0.0,1.0
13034,13034_0,1,-0.38333333,-0.06666667,-0.25416666,-0.31666666,-0.083333336,-1.0166667,0.0,1.0,1.0
13034,13034_0,1,-0.38333333,-0.06666667,-0.25,-0.26666668,-0.083333336,-1.0,0.0,1.0,1.0
13034,13034_0,1,-0.26666668,-0.083333336,-1.0,-0.38333333,-0.06666667,-0.5083333,1.0,0.0,0.5
13034,13034_0,1,-0.51666665,-0.06666667,-1.0,-0.36666667,-0.083333336,-0.51666665,0.0,1.0,0.5
13062,13062_0,2,-0.33333334,-0.05,-1.0166667,-0.23333333,-0.06666667,-0.25416666,0.0,1.0,0.0
13062,13062_0,1,-0.36666667,-0.05,-0.25,-0.28333333,-0.06666667,-1.0166667,0.0,1.0,1.0
13062,13062_0,1,-0.26666668,-0.05,-0.5,-0.25,-0.06666667,-1.0333333,0.0,1.0,1.0
13062,13062_0,2,-0.3,-0.05,-1.0,-0.25,-0.06666667,-0.25,0.0,1.0,0.0
13062,13062_0,2,-0.9,-0.2,-0.75,-1.0,-0.15,-0.75,1.0,0.0,0.5
13062,13062_0,2,-0.53333336,-0.13333334,-1.0333333,-0.6,-0.1,-0.5,1.0,0.0,0.0
13062,13062_0,2,-0.8125,-0.25,-1.0546875,-1.0,-0.1875,-1.0546875,1.0,0.0,0.5
13062,13062_0,2,-0.2,-0.06666667,-0.51666665,-0.26666668,-0.05,-1.0333333,1.0,0.0,1.0
13062,13062_0,1,-0.36666667,-0.16666667,-0.51666665,-0.5,-0.13333334,-1.0666667,1.0,0.0,1.0
13181,13181_0,1,-0.75308645,-0.27160493,-0.18747142,-1.0,-0.24691358,-0.75903064,1.0,0.0,1.0
13181,13181_0,2,-0.7922078,-0.36363637,-0.78934056,-1.0,-0.27272728,-0.78934056,1.0,0.0,0.5
13181,13181_0,2,-0.74025977,-0.2857143,-0.39973015,-1.0,-0.25974026,-0.77922076,1.0,0.0,0.5
13181,13181_0,1,-1.0,-0.25925925,-0.37037036,-0.75308645,-0.34567901,-0.18747142,0.0,1.0,0.5
13181,13181_0,1,-0.7037037,-0.28395063,-0.18747142,-1.0,-0.25925925,-0.37951532,1.0,0.0,1.0
